Date,Open,High,Low,Close,Volume
2020-02-12,848.4554314941316,858.0404906624357,844.5620030415483,855.9738139599746,9066513
2020-02-13,846.4929832274262,850.9777384183247,837.3620256610111,853.5242045696095,3584182
2020-02-14,841.3953399166226,853.5246311125385,841.0713314487704,839.4723466156975,5363089
2020-02-15,816.5149096634345,836.6962555208502,815.1053820212684,814.056334033112,3797921
2020-02-16,804.7596390876515,811.1727304694824,797.6483005639716,806.6458920933142,9657768
2020-02-17,797.345569266304,801.9468283038489,792.1443016979641,793.3652782345201,1441904
2020-02-18,814.2034037312758,815.8566061755571,801.3683651329571,815.4320036915335,6070414
2020-02-19,819.7989073502949,822.8415571648686,807.6942456966558,822.9390662261069,6092792
2020-02-20,790.8921394906737,795.6690108560972,779.9771054529311,795.7439987029239,1578526
2020-02-21,796.0184487692593,796.7077194522936,791.0388542566241,795.6198263062718,7612208
2020-02-22,789.8877967791489,791.117472263874,786.761392969306,789.0833997302037,8587676
2020-02-23,779.1939482308887,788.2932353838679,775.3444949169399,775.7733546396247,1837393
2020-02-24,788.7262374817115,790.7329214264503,786.6702350964267,785.4653263292644,6134544
2020-02-25,804.9897649661848,807.7074318421436,800.5598648016478,804.0781990163767,1814422
2020-02-26,819.9831842502854,823.3605061122898,814.4759855716978,821.4893519405997,6305431
2020-02-27,806.2202991108707,810.1514794690711,806.0142770032885,809.9030514639949,3263429
2020-02-28,801.2344332279197,804.7002383724772,791.8381245171576,798.0167600712749,4135812
2020-02-29,806.542826582115,809.7242520407667,802.1584585299443,812.5624128701922,3938687
2020-03-01,822.2792050678685,825.7408729102165,819.2317204841232,821.1645085721664,6153435
2020-03-02,814.3989048401799,816.7588281012464,808.1141989919939,814.3118973345961,2416842
2020-03-03,811.3748954948046,828.2141765559123,788.2625357835424,808.3435515043993,4689024
2020-03-04,793.4218470164768,800.3335407282614,784.3072889786928,783.8046210918894,5396650
2020-03-05,774.4399176346482,776.9647740086384,760.9668796792005,777.8631178543638,4702418
2020-03-06,787.0249662540679,796.4788197196178,784.172465557299,789.9245389702863,4641771
2020-03-07,808.3728615084352,811.6716320784407,799.3217539417974,807.2357736965911,7428099
2020-03-08,807.2086409476459,823.6605583088755,796.7578602028783,807.4790183766819,5079441
2020-03-09,823.4098494807193,831.71053145608,813.851487378034,825.533996648674,6356430
2020-03-10,829.3653427797449,844.8810426082567,825.4863911082996,822.885735878716,7775602
2020-03-11,818.6645434515036,821.5422597108007,815.8278390300911,816.4989601086961,1960652
2020-03-12,824.5817788192822,824.7336534180331,824.1948802753279,827.8564597311617,3188370
2020-03-13,849.9465173765946,864.1953379282802,845.8919254791472,844.6161227415695,7985945
2020-03-14,849.3375130331365,852.1142298588895,848.6850358941404,850.5841618533242,4994528
2020-03-15,875.9157240613793,877.8348600447177,864.6777934312267,869.9744673931532,3076475
2020-03-16,830.0222054672788,836.9064559644868,821.7529696401649,831.9579416808565,3141912
2020-03-17,843.6661520544909,862.320752232716,839.5004948888181,843.5158044933737,4144311
2020-03-18,845.1349253566533,847.1261862764535,831.9797080893001,838.309903823271,1285622
2020-03-19,840.080894260312,846.556785474659,836.4843805876055,844.9732706526747,2962889
2020-03-20,841.6226237645112,854.0667401208647,828.9918898381719,838.5313793132108,2396436
2020-03-21,808.1669644681276,817.4104068000945,801.295753223641,804.8928682057535,3195690
2020-03-22,804.616333212675,807.3399305947132,801.8110211931348,805.4232394728318,6170080
2020-03-23,810.3631053693535,813.7284454046636,807.532849790897,815.0171720164849,5705815
2020-03-24,834.3157215194257,839.5951201112745,831.632269721202,830.078140950245,3982410
2020-03-25,825.6677016974055,844.4160792290462,808.5206643514915,825.9223369967306,7674192
2020-03-26,812.316760598648,813.7940906703612,809.2142349055028,814.0584347508468,2404355
2020-03-27,804.165047473605,806.1611506692664,800.7068028573146,806.9519039914499,6056093
2020-03-28,818.8877352223915,822.6493852891338,810.4508703792991,819.6101643503919,3464722
2020-03-29,824.2719402552128,831.27696892855,822.303668220986,822.7592865099684,7559442
2020-03-30,815.5386108346318,822.310320018139,813.4260221171294,812.1639519401908,6630761
2020-03-31,823.9103990223902,830.9637626884021,822.2926521973143,824.2652732276606,3901092
2020-04-01,825.5100630707794,826.1008495607867,824.9189874690309,821.084755353755,2722907
2020-04-02,841.5025868153393,845.5220865859839,841.1893607322385,829.2109668710646,3870574
2020-04-03,829.6869969237492,833.661030255855,823.6499492144176,831.4980368881952,7882799
2020-04-04,824.2498564754234,827.000065899364,823.8216925862118,827.9751972905656,8952017
2020-04-05,817.7859546965828,826.2708106350907,811.7945270466357,808.1240899081673,7921983
2020-04-06,793.849115315164,797.8978759854347,793.2083474580593,789.8412461819613,7526925
2020-04-07,798.5506117146558,800.7056996613056,797.9226699213636,801.022741784013,6365986
2020-04-08,802.7199286604675,810.5766600615499,786.6799735510984,810.9778917437985,7759291
2020-04-09,802.8020221314924,806.3688174075774,795.4457250296305,802.8854882843395,9343528
2020-04-10,799.0354816307005,802.0502464424964,796.2669157685141,796.1269807268325,6532388
2020-04-11,776.4168527794953,782.2942399727522,768.6681340941019,775.7068333835595,9020364
2020-04-12,769.8849304267374,776.9845422912017,747.5870967233502,775.1774136082436,8451747
2020-04-13,764.6079155924884,771.2569912920771,748.6400372925037,762.1383689697493,4881857
2020-04-14,752.3393645815529,762.538361834513,751.2891768600684,749.3330465492434,5537871
2020-04-15,749.9125327849351,753.0129329391169,741.6021309560514,748.1024556979099,1291464
2020-04-16,755.9725888130895,770.1606507040203,748.1111850545778,752.3691373332149,5739400
2020-04-17,784.4906855875071,790.5609897805568,779.6835313785804,784.9718541889871,1118581
2020-04-18,787.2297789490435,797.0280714186008,778.9369779396567,793.6247552676649,6370807
2020-04-19,791.2848056921819,805.3595487575317,786.3490166835719,792.5630442914357,4852256
2020-04-20,790.1066472523497,801.9269928032663,774.9837582949541,789.1097163549127,9727148
2020-04-21,759.7859694170648,764.7577478627269,758.3371912899173,758.6773988778657,1501590
2020-04-22,759.3830720058411,759.8051725873652,757.7319235739384,753.4477688136443,4360492
2020-04-23,760.2978280428925,762.4264234280037,753.6827219839639,763.6549602703346,1872328
2020-04-24,797.7537806042195,806.7324120293287,793.7994596031476,797.4433060132766,5809479
2020-04-25,794.6846468663232,814.1206623487673,793.4892909211627,793.967523784332,4110691
2020-04-26,799.4773477314404,800.5104418098032,796.5595671886693,812.2414335782494,2358097
2020-04-27,798.9223222598602,799.796301693349,779.7208986527191,800.1157240965272,9313157
2020-04-28,780.2486628240783,785.9114472022713,779.7990929306884,777.315743016279,2294315
2020-04-29,798.0823822814822,801.9212322171203,796.477446218714,796.3810398510645,7087595
2020-04-30,810.0844724023381,811.8981221192128,801.5732842816678,814.7361625844251,3575508
2020-05-01,822.9005263518131,829.4053448063493,813.803147630546,823.3665777540713,5510784
2020-05-02,807.9338180476466,811.7429703463421,798.34339877855,802.1236509554676,1164074
2020-05-03,830.601117319049,846.2332338149888,825.2958169582201,834.4186802196997,3570466
2020-05-04,807.3135361376457,818.1752942881642,798.0859027584542,804.616527315916,4287093
2020-05-05,816.7890896497129,829.8020641938617,803.4473991069793,824.4395355761108,2017481
2020-05-06,852.5718947801814,856.930375959144,842.7984761421967,857.1759879093815,4594804
2020-05-07,835.6818261488761,843.9517737824704,833.1527565663924,833.8127322556737,9451115
2020-05-08,826.216931732508,827.2562045642762,819.9849769476788,831.5089187719676,3338377
2020-05-09,827.8636046346213,828.324930902174,827.3326266065635,828.1444801723189,1806564
2020-05-10,819.5274212373731,828.4946207720961,816.8331231342152,823.0217782917333,4918949
2020-05-11,794.1111971799986,807.551248312875,791.5592635491622,796.0358559692693,7047511
2020-05-12,795.2001297001074,807.3631158242865,791.8450153151967,791.835015091001,1737954
2020-05-13,778.3052486813893,779.5350324493608,765.7456491757429,775.8008576199858,3908056
2020-05-14,785.6772381713721,789.0311455720114,782.1139223970772,789.7233220242816,8840130
2020-05-15,771.2298243101593,779.0354751053137,769.3468155207656,769.9388807073398,9357998
2020-05-16,795.1369370876382,808.2953137415022,787.4711239068553,793.5321580740264,6934261
2020-05-17,782.6810646109973,789.1238649011149,773.3713043250483,778.9432828248015,5510579
2020-05-18,777.6396356035156,778.2097851763914,768.093270663244,779.286672718566,8563493
2020-05-19,790.2921002529664,800.486559339972,785.5708946940373,798.4420860042302,3535232
2020-05-20,770.837253337746,780.8202029728814,765.4323526297637,766.722782640389,8704694
2020-05-21,774.3439451624386,776.9440736501736,772.0397801911573,774.437716110587,3378907
2020-05-22,794.5875067072697,807.8493432314742,783.6563122397748,800.1981707575111,7990607
2020-05-23,769.0417847987948,771.0381507605047,767.8877946340895,768.7355470104574,5532688
2020-05-24,771.8816078407941,783.4840918354678,770.9123062926685,773.6274951879494,8579751
2020-05-25,775.8935828222867,777.8002874867603,774.5507296439947,771.7720612176812,8133131
2020-05-26,788.025809804601,790.1749419236331,787.9030428887372,789.7133950402116,3363162
2020-05-27,768.5308280920394,789.2572333417419,760.105616088557,767.8116974072564,5881909
2020-05-28,748.2345958057741,748.6408487808069,737.4596369049973,751.9223822302299,6680820
2020-05-29,756.0452905334461,757.7912601733043,743.9901100956163,760.5338786950992,3692794
2020-05-30,760.5359678046175,765.8308676191685,754.0945221172536,770.3832492579888,3345704
2020-05-31,764.3461442519363,778.4785688725623,756.7684750544582,766.5613461570678,9811940
2020-06-01,769.6422713141762,778.3127919954188,753.0688707335817,770.8960043995768,9220038
2020-06-02,759.174755888867,761.2160909489995,754.323919600622,759.9126141623601,9277983
2020-06-03,762.7011787657968,771.1406649151186,752.609957315348,761.3543770266616,1292575
2020-06-04,767.1717131827711,786.9138016717199,754.5746373480321,768.470089333137,2459700
2020-06-05,756.2111091591345,756.658925535822,748.574760147338,755.0941800190924,9417944
2020-06-06,784.4294974094068,784.5387628839522,779.0314431153081,785.0902262041483,4201078
2020-06-07,791.8632678095441,792.0543055126954,774.0270560360325,797.0800532605657,3607622
2020-06-08,772.9962782045876,774.5274660330136,765.4072675294454,769.1060099205093,2886963
2020-06-09,783.1465481229023,784.2771017057406,780.6026423557347,787.6100079250399,6304120
2020-06-10,767.8801764117585,772.2852132421976,748.6877353991417,772.937109163076,3772605
2020-06-11,779.9679096992131,784.2332339522092,762.0992928033678,779.5074613882207,2447947
2020-06-12,798.0412571381162,798.3026417475018,786.9518955555108,789.5746183827687,6813775
2020-06-13,784.9424901571477,789.2080620878158,772.0270562597698,782.5569636365369,8242447
2020-06-14,800.0663873140876,805.7696268146736,791.885145000966,805.2547960202537,9278499
2020-06-15,806.6714302134125,807.5299724533141,786.9906445835294,806.5791951508082,7472652
2020-06-16,819.9340791130968,822.0247242127047,808.5839545262296,815.8372693351348,7606470
2020-06-17,851.0389832631079,863.8385499014903,846.2398968212863,848.8910675844139,2498339
2020-06-18,846.8622862081493,869.3123497341941,841.8255359930005,850.4217331955392,1676296
2020-06-19,834.0960715812384,843.2002873541637,826.9777659311887,836.3762131884301,1379039
2020-06-20,819.257261753929,829.4659051811062,813.0396841705742,818.2785274673746,1528714
2020-06-21,805.8900917504994,822.5993381967994,803.6239979258781,804.4119909560311,8035655
2020-06-22,804.6473816770224,807.404808430122,803.8089302223951,803.0712458326286,9368352
2020-06-23,810.1375225428255,813.1467043723154,809.6304321271783,806.4011270346361,3911190
2020-06-24,814.6206745164178,826.0865557778257,808.4787230969772,821.200266685183,9941047
2020-06-25,828.0974860419859,834.538566477941,825.7732227865057,826.762922190717,5142535
2020-06-26,828.3128227215436,837.5118648555854,814.2898443464251,833.3537627719664,1273452
2020-06-27,852.3924410089862,867.3286618147639,851.5542014636713,858.8762325242079,5371047
2020-06-28,847.8806113267179,855.8140470065886,839.4985390038852,852.112853599797,8184872
2020-06-29,894.0081852443197,905.3759918734586,884.1420064169289,892.0788247818815,3189921
2020-06-30,905.19521984716,911.7277608738517,903.5668265901342,907.0224925865658,8427297
2020-07-01,889.6773213926822,899.7222389479842,877.2929927378067,889.5696899812655,4198156
2020-07-02,870.6223460091917,875.1889366567704,862.6272764302224,866.688430838783,6801038
2020-07-03,879.0233713300665,883.325088096604,865.218303977339,880.4489682767721,5822139
2020-07-04,875.0947911115878,885.7895679079274,866.4346068370861,869.9359332128016,5954582
2020-07-05,887.5911533762096,893.919664366131,879.2409515381139,892.8620219674384,1762371
2020-07-06,895.9919839565346,898.145280259443,887.1889756670478,893.9105170866001,4257945
2020-07-07,894.686901517718,898.0403741870272,892.677138148228,895.5867760638341,9279143
2020-07-08,879.5345965608522,885.7877354489,874.6966980508221,880.7804039799067,6661064
2020-07-09,852.8873857085439,856.6764514515394,844.6284980028038,851.7833017776968,4768950
2020-07-10,845.2708463055795,848.3219880702753,844.3801378729809,847.7504221360557,1142980
2020-07-11,859.7486249786372,869.7159470220288,848.2793591292135,857.7071361497444,7500785
2020-07-12,863.4299610212867,872.7641856893979,858.237572607524,867.191481979194,1257354
2020-07-13,841.9177973183668,847.1034688132514,839.2254963022118,836.2517760802236,8863438
2020-07-14,844.8338793909703,849.8445997573813,831.3757286335197,845.3677281432903,6954075
2020-07-15,851.3444629252318,853.9797693965138,847.5945056330215,859.597945261999,8972368
2020-07-16,836.2951202387293,839.0225547892272,836.1308902845831,832.1122592117814,3235883
2020-07-17,838.8663113579378,849.3614816670595,834.2316592566955,836.0236242406099,1764265
2020-07-18,839.8428980165711,847.6032733131345,837.9623710639737,842.000907305426,7630840
2020-07-19,820.6445882710324,822.1619776473493,809.4498436560348,821.3814523585364,6668889
2020-07-20,826.5169134914643,830.8373076667675,825.4819117972438,827.9659220286081,1308617
2020-07-21,835.7868714088171,844.554352798229,832.1979562709903,837.831152314015,1744748
2020-07-22,853.8908716109951,859.9051980893076,852.8465843963942,856.6007859510971,6087692
2020-07-23,871.8875106653459,884.167708800895,867.1505630044866,876.7251778292906,1734275
2020-07-24,847.8640563503857,861.062155603359,847.4497893761865,849.6014088945432,7214638
2020-07-25,831.9610935005977,837.0028605185353,831.6233864225875,830.9575085898385,9987114
2020-07-26,840.5308795825636,851.2932836815339,834.630422674445,843.3574744058437,6439296
2020-07-27,849.1679387273116,864.069088311375,843.5387966699398,857.2345328597127,7194224
2020-07-28,857.9151783698471,875.776366763027,845.8820148504619,857.3462358489188,9945326
2020-07-29,924.0215148501707,939.6971366832164,907.8550493243084,919.5190846283324,7024293
2020-07-30,934.5718171402564,936.5439269179752,922.9470218985205,939.7450491043381,7193367
2020-07-31,955.7971700167689,956.7215512030612,949.1744017453365,955.2218701376179,6318331
2020-08-01,974.0338137315251,979.3415098945214,967.0362840445771,963.4525457121132,9741022
2020-08-02,986.7233558263399,990.6617250881895,977.8929279820458,990.9042096317293,3963944
2020-08-03,980.5016852851327,980.8706941766602,977.6096987187364,977.8772343425904,4948401
2020-08-04,995.3850972805965,1006.3671997922054,982.9652586367022,994.9345198805293,1124932
2020-08-05,979.9999232535289,981.1193541227512,973.3997156528193,981.6266267459255,6234259
2020-08-06,975.3582789249245,976.8242595987128,972.6370862659575,976.2873061239499,9656691
2020-08-07,965.8902118316547,969.4023065984529,957.8216764093945,969.3164746613585,7850807
2020-08-08,967.4718404283624,968.02277330222,946.7181266819601,965.365236426279,7280757
2020-08-09,1012.2591800976203,1015.3749317597332,1000.2376060782999,1014.8561603704455,7784672
2020-08-10,974.4560534400653,991.1208928663265,971.436986774447,973.1914692844557,4877809
2020-08-11,987.8306613749727,1001.1484503467204,981.5700190204194,991.479759604802,5876709
2020-08-12,955.9688576620289,963.0742309310699,952.0130671571061,958.9102184157006,3592316
2020-08-13,946.9458143293682,948.5638174438564,945.1912405991569,942.516765512054,6895725
2020-08-14,967.5693585255624,969.3495249129039,966.3132532139183,972.8231736231509,9677828
2020-08-15,968.8132660624066,968.9918564514012,968.3888147098157,966.2170235836516,6438757
2020-08-16,947.9305972966587,951.2254306323874,946.5371203445836,951.760510853533,3664749
2020-08-17,934.3694318493124,939.4127813075708,925.3632400220016,936.0853420410538,7728926
2020-08-18,947.0693391004758,954.4404245195313,926.1341535186406,955.7737761001139,4999453
2020-08-19,933.2351822364479,935.0628790597602,928.0324727606768,932.1924506525356,8246813
2020-08-20,937.2753176623517,946.4453642216649,924.4364924341535,935.6382876071192,3921989
2020-08-21,938.1295848767977,941.95952475923,937.3013848630794,938.038494342748,1984156
2020-08-22,925.9038736046972,941.6681611476939,902.0182449196137,924.5002969280728,4713543
2020-08-23,965.6055963466614,975.5431807757949,957.8452697419309,969.4677382329985,2203920
2020-08-24,977.8479114582789,982.4691960696592,961.8198420098824,969.945381694641,4108591
2020-08-25,938.2422824829117,940.6444617059731,922.5013840716865,933.2992354931517,1747852
2020-08-26,941.7410689202727,950.9954734966644,936.527701095395,936.7130995964518,6296990
2020-08-27,929.2764390657137,944.7533006767649,923.9890133685743,933.6919313411454,7928655
2020-08-28,945.1193633437206,954.7063712441692,929.7290715464975,953.20303245183,2821367
2020-08-29,930.1388294288364,947.2615154554015,926.6124150967754,929.6530680595104,4372863
2020-08-30,928.0044130416593,939.8789437612313,926.1151783158233,927.2210765209711,3899033
2020-08-31,937.3770215101347,943.2339272835803,931.92447828427,937.7053479501816,2578315
2020-09-01,953.6078020154971,953.8566083059353,943.9310026601325,959.1476830872956,8427210
2020-09-02,930.7155616455059,935.5334947052737,924.6726344953066,926.4000516798465,9298852
2020-09-03,924.4890515337694,931.1984736285569,913.1738577702391,925.5908991075871,7093073
2020-09-04,915.7074167288573,917.4176538431585,915.3953118821291,920.1723952406983,2349590
2020-09-05,903.7422482521869,910.5689629479501,896.7836748628775,906.0065481108244,6366645
2020-09-06,935.6525599381467,941.3742419163185,933.4651360697019,936.5394725625858,6629905
2020-09-07,943.2310034299218,956.4990670085815,928.5553133139128,947.9520919817802,4045529
2020-09-08,919.4449066807991,927.9335277389496,916.4026452384896,907.017540863933,6440107
2020-09-09,936.3233765259118,948.9795154651997,928.5188500082538,939.4969290661456,8103260
2020-09-10,976.063865643957,985.5890118407528,956.6037324603526,972.8717674454716,8081530
2020-09-11,996.2189063110901,1006.7154850936931,992.4924840419699,987.1003507992729,3897706
2020-09-12,965.9464045957976,975.1170890277422,954.0877801026644,968.4153761609535,9282356
2020-09-13,956.5915213624389,981.7726650045388,945.0201979387166,963.1616719501886,4201473
2020-09-14,980.8298506350683,985.6684598654344,964.4247613914847,980.1557826047068,7507660
2020-09-15,966.947783909831,968.7350527117633,962.896088884605,971.5546835686408,2449991
2020-09-16,975.5307881598735,983.904332578107,968.6531804467729,983.3949235586169,7039523
2020-09-17,990.6443755334215,997.5819559650915,990.0919023023185,997.1574385721747,6353966
2020-09-18,972.2792063698341,977.8760132583433,966.8507098958187,980.2517234252936,7747741
2020-09-19,971.1217010508211,972.3065648382541,970.3835962008466,974.7251816084527,6168554
2020-09-20,908.1683999938542,931.41827878354,903.275588317383,908.5109322295891,1424528
2020-09-21,889.5620702897734,890.4165827224823,881.3721072145653,882.4368301689499,8990001
2020-09-22,885.0685693369221,895.2404263236496,883.5696099146088,883.9796584652388,7450219
2020-09-23,862.9810958228361,869.0493754419554,850.7810069656392,859.3425664684619,2650824
2020-09-24,891.1558977408463,891.4676997374405,890.1647001353125,900.8291397726248,6265481
2020-09-25,865.6663192693895,880.9955439534943,857.8414952599265,864.9050271500895,7702692
2020-09-26,858.0476854471142,863.4273617749781,851.7364877989522,858.5762634436011,9527835
2020-09-27,860.2913184418012,875.8836560374724,849.6573161676142,862.6635088480774,2773055
2020-09-28,885.089616403514,891.3538552941253,875.4305438433735,885.2825767661842,6192859
2020-09-29,859.6722827915993,864.5076537638738,854.4356912022427,866.9582247784763,1281854
2020-09-30,879.6710755531092,885.23418351314,870.06231610771,876.9324423844621,7662314
2020-10-01,879.8511101089751,888.4081412304303,877.0671868518568,880.7072380366051,6830395
2020-10-02,862.5794805848531,867.943085727171,852.1155487453858,859.3772811240483,2657153
2020-10-03,870.5515000809825,884.2211149346313,869.3177813634219,864.8057621945633,8083610
2020-10-04,874.0173344127254,880.3726393743939,853.7459921911304,871.3438504621797,8842680
2020-10-05,863.5253353118483,865.6627214394537,860.1289361203767,863.3654242488977,2806684
2020-10-06,864.7308526887778,865.3745015149201,863.0701447261722,862.8746982954377,2809858
2020-10-07,858.0670015854408,863.3927840425714,855.4145752096515,855.0962836152648,1479083
2020-10-08,860.0151113467944,861.5433668078349,858.8666393858375,853.967839996251,2901740
2020-10-09,871.4039590622813,883.040202671196,870.0753308716854,871.0418664372373,6648393
2020-10-10,899.0451857168496,902.4633361925175,892.6789687494376,892.2811276762365,7284725
2020-10-11,876.7881444163299,882.1416878424747,868.3998919253187,880.1201847066097,8752950
2020-10-12,914.1925119071893,919.3100742645466,907.0070551148459,914.5693409312704,7709914
2020-10-13,878.5008309290123,887.9954985835302,866.8059383704064,872.0985299120034,8395873
2020-10-14,875.8339642867843,883.1377377520356,859.7518539750868,874.4798852280542,5584946
2020-10-15,886.1393281110546,890.2083033799493,881.6378171798893,882.8067512516322,9343199
2020-10-16,891.1192870086426,891.7445471963173,881.2869743746145,892.541399819423,5301400
2020-10-17,880.0212959661795,894.6381058987989,861.0754002693451,885.9194206596181,5641094
2020-10-18,876.3582557166035,880.1232504480346,872.952915035848,868.1416413432707,3707184
2020-10-19,867.7173469333181,869.519489022277,846.0851576615898,868.2163975544478,8873491
2020-10-20,857.4893064678855,859.8180659554657,857.4372490506258,856.8027456688195,4770771
2020-10-21,872.05980072685,883.1938118129316,864.747659750054,874.9870441932967,2540724
2020-10-22,878.2865777977916,887.7813522906025,877.5678815249702,879.2228164828562,6875293
2020-10-23,866.1151138548969,875.2366298896072,865.2586156225697,862.8586538380251,2965730
2020-10-24,881.6982548255913,882.047011926839,873.5947735145758,880.2917083342288,8343728
2020-10-25,887.1171638509044,893.1628735090605,884.5420885471169,883.5863228487069,8097037
2020-10-26,901.5392426002295,901.7945438739127,899.1285959571744,906.3895559040526,5062224
2020-10-27,912.891944785571,913.1635861861067,909.9551914262557,912.9892209475846,2094316
2020-10-28,897.7562874308072,906.1797892929019,891.7584633775018,906.2903168895056,5300915
2020-10-29,887.69816641208,892.279086002332,878.891824665213,887.4289239460985,7760403
2020-10-30,900.965589672868,901.8316047976325,899.3892624692669,897.7743390704793,7620241
2020-10-31,911.964041795169,916.1798262022637,905.0719176929866,905.0617763171155,2636675
2020-11-01,911.5828117529389,915.543604679927,906.6920802355886,903.3642560726156,1801849
2020-11-02,913.7218842723837,916.5468576245863,905.5123856995785,906.4845858784508,2161068
2020-11-03,937.0704917933532,939.1520418196403,936.8064144834012,938.3220743045254,8370131
2020-11-04,925.9836099480078,930.4167437174636,925.8991695336907,928.3389651154146,2035891
2020-11-05,936.1156741081865,947.8710040282538,925.9504355119913,928.7147871085544,1753494
2020-11-06,932.3301598855288,940.6708535766596,927.9044050919454,936.5025159578602,9811785
2020-11-07,928.2711448653506,930.0058204160359,928.0388268288821,926.0290866879204,8611432
2020-11-08,948.6704017922646,952.8420001895995,940.9124949559194,949.3666927205678,4704697
2020-11-09,964.3313629810721,978.2850245352951,950.9251555753677,972.1049375604309,6277420
2020-11-10,980.0212201027267,981.9474986216655,974.5545607325585,984.4158279055798,6327580
2020-11-11,1005.6091587708394,1015.9854819640127,1005.5050518775216,1004.2589743761155,8272003
2020-11-12,1006.0315918811449,1020.9767985503643,992.8341049499589,1001.5487542151117,2760511
2020-11-13,1019.7529165471439,1022.4761694219926,1008.8913889033906,1008.7813163902607,4541815
2020-11-14,1013.4250079482679,1022.4407489095248,1010.3317844639015,1009.7809681569215,9434610
2020-11-15,1019.995373715211,1020.8346665991288,1013.7783774509567,1018.9186143809329,8389844
2020-11-16,1017.3404674476869,1028.1800304759402,1015.4383327199017,1012.3189790396531,5610146
2020-11-17,1019.3140258550116,1024.5868195810126,1018.7365852248989,1018.6450655172697,5139289
2020-11-18,1031.4470639272913,1045.9837367196199,1025.9835635646432,1031.8434071724669,6351826
2020-11-19,1014.5680374999764,1037.891923076904,1013.8527794309608,1013.4273790390606,7390459
2020-11-20,1057.0254225396188,1060.8607183662427,1051.8829764833029,1053.590076276385,2784006
